Data;Fechamento;Abertura;Máxima;Mínima
11.05.2019;7136.4;6438.7;7278.3;6438.7
10.05.2019;6438.7;6262.0;6522.0;6212.6
09.05.2019;6258.4;6201.9;6309.0;6165.0
08.05.2019;6201.0;6096.6;6220.4;6024.1
07.05.2019;6087.9;6027.9;6290.0;6027.9
06.05.2019;6027.9;6042.0;6100.3;5906.8
05.05.2019;6042.0;6098.2;6112.0;5956.2
04.05.2019;6098.3;6019.9;6149.1;5868.2
03.05.2019;6016.0;5729.6;6139.9;5716.5
02.05.2019;5723.8;5629.5;5779.8;5618.0
01.05.2019;5629.6;5599.6;5655.0;5585.5
30.04.2019;5599.5;5480.0;5612.0;5454.9
29.04.2019;5480.1;5486.8;5515.2;5370.3
28.04.2019;5486.8;5400.6;5542.2;5400.6
27.04.2019;5401.8;5410.9;5456.9;5355.4
26.04.2019;5410.8;5215.6;5517.1;5174.1
25.04.2019;5219.0;5479.6;5556.8;5065.2
24.04.2019;5480.3;5547.1;5647.4;5415.0
23.04.2019;5550.9;5417.8;5645.0;5395.2
22.04.2019;5417.8;5320.3;5447.5;5276.5
21.04.2019;5321.9;5340.1;5366.1;5259.4
20.04.2019;5340.0;5314.1;5375.6;5289.2
19.04.2019;5314.0;5310.8;5371.1;5225.0
18.04.2019;5310.8;5254.5;5339.3;5254.0
17.04.2019;5254.5;5234.3;5291.1;5224.7
16.04.2019;5234.3;5042.8;5256.2;5030.0
15.04.2019;5049.2;5190.1;5217.1;5000.7
14.04.2019;5194.3;5103.7;5209.0;5064.2
13.04.2019;5101.8;5114.1;5160.8;5075.3
12.04.2019;5114.0;5059.0;5134.9;4935.2
