Data;Fechamento;Abertura;Máxima;Mínima
10.06.2019;8013.7;7622.5;8046.3;7523.3
09.06.2019;7639.2;7924.0;7961.0;7502.5
08.06.2019;7924.6;8002.1;8064.8;7802.0
07.06.2019;7991.5;7816.9;8123.5;7769.1
06.06.2019;7805.6;7766.3;7870.6;7461.0
05.06.2019;7789.3;7692.8;7931.0;7603.0
04.06.2019;7692.8;8088.0;8088.0;7524.5
03.06.2019;8103.4;8740.1;8740.1;8050.1
02.06.2019;8740.0;8546.9;8818.0;8540.0
01.06.2019;8547.0;8531.9;8625.0;8452.0
31.05.2019;8533.3;8268.5;8550.0;8112.4
30.05.2019;8269.9;8681.2;9100.0;8019.7
29.05.2019;8680.9;8738.1;8794.9;8490.0
28.05.2019;8740.9;8806.1;8843.7;8558.3
27.05.2019;8806.0;8730.0;8951.0;8661.0
26.05.2019;8729.9;8054.9;8820.0;7880.2
25.05.2019;8054.9;7990.0;8135.0;7950.4
24.05.2019;7994.9;7872.1;8158.6;7801.6
23.05.2019;7872.4;7619.9;7957.1;7496.3
22.05.2019;7621.1;7933.6;8030.0;7507.9
21.05.2019;7937.0;7990.5;8089.9;7819.7
20.05.2019;7985.0;8188.3;8188.3;7601.0
19.05.2019;8189.5;7260.1;8263.2;7252.0
18.05.2019;7260.0;7418.3;7509.1;7210.6
17.05.2019;7415.4;7857.5;7905.7;7067.4
16.05.2019;7857.0;8135.5;8307.7;7750.1
15.05.2019;8132.9;7951.9;8208.9;7837.6
14.05.2019;7958.3;7753.2;8194.1;7684.1
13.05.2019;7753.2;6980.1;8049.9;6883.9
12.05.2019;6979.9;7125.1;7448.0;6860.0
